Prescott-AZ,2023-11-11T17:58:00-07:00,Clear,62,F
Prescott-AZ,2023-11-11T16:58:00-07:00,Sunny,63,F
Prescott-AZ,2023-11-11T15:58:00-07:00,Sunny,63,F
Prescott-AZ,2023-11-11T14:58:00-07:00,Sunny,63,F
Prescott-AZ,2023-11-11T13:58:00-07:00,Sunny,61,F
Prescott-AZ,2023-11-11T12:58:00-07:00,Sunny,59,F
Prescott-AZ,2023-11-11T11:58:00-07:00,Sunny,54,F
Prescott-AZ,2023-11-11T10:58:00-07:00,Sunny,49,F
Prescott-AZ,2023-11-11T09:58:00-07:00,Sunny,43,F
Prescott-AZ,2023-11-11T08:58:00-07:00,Sunny,35,F
Prescott-AZ,2023-11-11T07:58:00-07:00,Sunny,31,F
Prescott-AZ,2023-11-11T06:58:00-07:00,Clear,31,F
Prescott-AZ,2023-11-11T05:58:00-07:00,Clear,30,F
Prescott-AZ,2023-11-11T04:58:00-07:00,Clear,33,F
Prescott-AZ,2023-11-11T03:58:00-07:00,Clear,32,F
Prescott-AZ,2023-11-11T02:58:00-07:00,Clear,33,F
Prescott-AZ,2023-11-11T01:58:00-07:00,Clear,39,F
Prescott-AZ,2023-11-11T00:58:00-07:00,Clear,38,F
Prescott-AZ,2023-11-11T23:58:00-07:00,Mostly cloudy,38,F
Prescott-AZ,2023-11-11T22:58:00-07:00,Mostly cloudy,40,F
Prescott-AZ,2023-11-12T00:00:00-07:00,Clear,40,F
Prescott-AZ,2023-11-12T01:00:00-07:00,Clear,38,F
Prescott-AZ,2023-11-12T02:00:00-07:00,Mostly clear,36,F
Prescott-AZ,2023-11-12T03:00:00-07:00,Mostly clear,35,F
Prescott-AZ,2023-11-12T04:00:00-07:00,Mostly clear,34,F
Prescott-AZ,2023-11-12T05:00:00-07:00,Mostly clear,32,F
Prescott-AZ,2023-11-12T06:00:00-07:00,Mostly clear,31,F
Prescott-AZ,2023-11-12T07:00:00-07:00,Sunny,34,F
Prescott-AZ,2023-11-12T08:00:00-07:00,Sunny,39,F
Prescott-AZ,2023-11-12T09:00:00-07:00,Sunny,44,F
Prescott-AZ,2023-11-12T10:00:00-07:00,Sunny,51,F
Prescott-AZ,2023-11-12T11:00:00-07:00,Sunny,57,F
Prescott-AZ,2023-11-12T12:00:00-07:00,Sunny,59,F
Prescott-AZ,2023-11-12T13:00:00-07:00,Sunny,62,F
Prescott-AZ,2023-11-12T14:00:00-07:00,Sunny,64,F
Prescott-AZ,2023-11-12T15:00:00-07:00,Sunny,67,F
Prescott-AZ,2023-11-12T16:00:00-07:00,Sunny,69,F
Prescott-AZ,2023-11-12T17:00:00-07:00,Sunny,65,F
Prescott-AZ,2023-11-12T18:00:00-07:00,Clear,60,F
Prescott-AZ,2023-11-12T19:00:00-07:00,Clear,55,F
Prescott-AZ,2023-11-12T20:00:00-07:00,Clear,51,F
Prescott-AZ,2023-11-12T21:00:00-07:00,Clear,48,F
Prescott-AZ,2023-11-12T22:00:00-07:00,Clear,46,F
Prescott-AZ,2023-11-12T23:00:00-07:00,Mostly clear,43,F
Buckeye-AZ,2023-11-11T21:58:00-07:00,Clear,59,F
Buckeye-AZ,2023-11-11T20:58:00-07:00,Clear,63,F
Buckeye-AZ,2023-11-11T19:58:00-07:00,Clear,66,F
Buckeye-AZ,2023-11-11T18:59:00-07:00,Clear,69,F
Buckeye-AZ,2023-11-11T17:58:00-07:00,Clear,73,F
Buckeye-AZ,2023-11-11T16:58:00-07:00,Sunny,76,F
Buckeye-AZ,2023-11-11T15:58:00-07:00,Sunny,78,F
Buckeye-AZ,2023-11-11T14:58:00-07:00,Sunny,78,F
Buckeye-AZ,2023-11-11T13:58:00-07:00,Sunny,77,F
Buckeye-AZ,2023-11-11T12:58:00-07:00,Sunny,76,F
Buckeye-AZ,2023-11-11T11:58:00-07:00,Sunny,75,F
Buckeye-AZ,2023-11-11T10:58:00-07:00,Sunny,69,F
Buckeye-AZ,2023-11-11T09:58:00-07:00,Sunny,67,F
Buckeye-AZ,2023-11-11T08:58:00-07:00,Sunny,59,F
Buckeye-AZ,2023-11-11T07:58:00-07:00,Sunny,48,F
Buckeye-AZ,2023-11-11T06:58:00-07:00,Clear,43,F
Buckeye-AZ,2023-11-11T05:58:00-07:00,Clear,45,F
Buckeye-AZ,2023-11-11T04:58:00-07:00,Clear,47,F
Buckeye-AZ,2023-11-11T03:58:00-07:00,Clear,47,F
Buckeye-AZ,2023-11-11T02:58:00-07:00,Clear,50,F
Buckeye-AZ,2023-11-11T01:58:00-07:00,Clear,45,F
Buckeye-AZ,2023-11-11T00:58:00-07:00,Clear,51,F
Buckeye-AZ,2023-11-11T23:58:00-07:00,Partly cloudy,55,F
Buckeye-AZ,2023-11-11T22:58:00-07:00,Clear,52,F
Buckeye-AZ,2023-11-12T00:00:00-07:00,Clear,57,F
Buckeye-AZ,2023-11-12T01:00:00-07:00,Clear,56,F
Buckeye-AZ,2023-11-12T02:00:00-07:00,Clear,56,F
Buckeye-AZ,2023-11-12T03:00:00-07:00,Clear,55,F
Buckeye-AZ,2023-11-12T04:00:00-07:00,Clear,54,F
Buckeye-AZ,2023-11-12T05:00:00-07:00,Clear,53,F
Buckeye-AZ,2023-11-12T06:00:00-07:00,Clear,52,F
Buckeye-AZ,2023-11-12T07:00:00-07:00,Sunny,53,F
Buckeye-AZ,2023-11-12T08:00:00-07:00,Sunny,57,F
Buckeye-AZ,2023-11-12T09:00:00-07:00,Sunny,62,F
Buckeye-AZ,2023-11-12T10:00:00-07:00,Sunny,68,F
Buckeye-AZ,2023-11-12T11:00:00-07:00,Sunny,72,F
Buckeye-AZ,2023-11-12T12:00:00-07:00,Sunny,78,F
Buckeye-AZ,2023-11-12T13:00:00-07:00,Sunny,80,F
Buckeye-AZ,2023-11-12T14:00:00-07:00,Sunny,82,F
Buckeye-AZ,2023-11-12T15:00:00-07:00,Sunny,83,F
Buckeye-AZ,2023-11-12T16:00:00-07:00,Sunny,81,F
Buckeye-AZ,2023-11-12T17:00:00-07:00,Sunny,78,F
Buckeye-AZ,2023-11-12T18:00:00-07:00,Clear,74,F
Buckeye-AZ,2023-11-12T19:00:00-07:00,Clear,71,F
Buckeye-AZ,2023-11-12T20:00:00-07:00,Clear,68,F
Buckeye-AZ,2023-11-12T21:00:00-07:00,Clear,66,F
Buckeye-AZ,2023-11-12T22:00:00-07:00,Clear,64,F
Buckeye-AZ,2023-11-12T23:00:00-07:00,Clear,63,F
Sedona-AZ,2023-11-11T21:58:00-07:00,Clear,52,F
Sedona-AZ,2023-11-11T20:58:00-07:00,Clear,52,F
Sedona-AZ,2023-11-11T19:58:00-07:00,Clear,54,F
Sedona-AZ,2023-11-11T18:59:00-07:00,Mostly clear,55,F
Sedona-AZ,2023-11-11T17:58:00-07:00,Mostly clear,59,F
